sim_time,mid_price,last_price,last_size,best_bid_price,best_bid_size,best_ask_price,best_ask_size,close_price_buy,close_price_sell,bid1_price,bid1_size,bid2_price,bid2_size,bid3_price,bid3_size,bid4_price,bid4_size,bid5_price,bid5_size,bid6_price,bid6_size,bid7_price,bid7_size,bid8_price,bid8_size,bid9_price,bid9_size,bid10_price,bid10_size,ask1_price,ask1_size,ask2_price,ask2_size,ask3_price,ask3_size,ask4_price,ask4_size,ask5_price,ask5_size,ask6_price,ask6_size,ask7_price,ask7_size,ask8_price,ask8_size,ask9_price,ask9_size,ask10_price,ask10_size
2026-02-05 09:30:17,386.65,0.0,0,386.32,120,386.98,200,386.98,386.32,386.32,120,386.2,160,386.1,80,386.0,160,,,,,,,,,,,,,386.98,200,386.99,200,387.01,40,389.0,200,,,,,,,,,,,,
2026-02-05 09:30:18,386.64,0.0,0,386.32,120,386.96,200,386.96,386.32,386.32,120,386.2,160,386.1,80,386.0,160,,,,,,,,,,,,,386.96,200,386.97,200,386.98,200,386.99,200,387.01,40,389.0,200,,,,,,,,
2026-02-05 09:30:20,386.64,0.0,0,386.32,120,386.96,200,386.96,386.32,386.32,120,386.2,160,386.1,80,386.0,160,,,,,,,,,,,,,386.96,200,386.97,200,386.98,200,386.99,200,387.01,40,389.0,200,,,,,,,,
2026-02-05 09:30:21,386.635,0.0,0,386.32,120,386.95,200,386.95,386.32,386.32,120,386.2,160,386.1,80,386.0,160,,,,,,,,,,,,,386.95,200,386.96,200,386.97,200,386.98,200,386.99,200,387.01,40,389.0,200,,,,,,
2026-02-05 09:30:22,386.635,0.0,0,386.32,120,386.95,200,386.95,386.32,386.32,120,386.2,160,386.1,80,386.0,160,,,,,,,,,,,,,386.95,200,386.96,200,386.97,200,386.98,200,386.99,200,387.01,40,389.0,200,,,,,,
2026-02-05 09:30:22,386.63,386.7,1,386.32,120,386.94,200,386.94,386.32,386.32,120,386.2,160,386.1,80,386.0,160,,,,,,,,,,,,,386.94,200,386.95,200,386.96,200,386.97,200,386.98,200,386.99,200,387.01,40,389.0,200,,,,
2026-02-05 09:30:24,386.62,386.7,1,386.32,120,386.92,200,386.92,386.32,386.32,120,386.2,160,386.1,80,386.0,160,,,,,,,,,,,,,386.92,200,386.93,200,386.94,200,386.95,200,386.96,200,386.97,200,386.98,200,386.99,200,387.01,40,389.0,200
2026-02-05 09:30:25,385.515,385.83,1,385.1,80,385.93,200,385.93,385.1,385.1,80,385.09,80,,,,,,,,,,,,,,,,,385.93,200,386.2,280,386.21,160,386.52,40,386.61,200,386.62,200,386.92,200,386.93,200,386.94,200,386.95,200
2026-02-05 09:30:26,386.08,385.91,1,385.49,80,386.67,240,386.67,385.49,385.49,80,385.12,40,385.11,160,385.1,80,385.09,80,,,,,,,,,,,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,,,,,
2026-02-05 09:30:27,386.08,385.91,1,385.49,80,386.67,240,386.67,385.49,385.49,80,385.12,40,385.11,160,385.1,80,385.09,80,,,,,,,,,,,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,,,,,
2026-02-05 09:30:28,386.08,385.91,1,385.49,80,386.67,240,386.67,385.49,385.49,80,385.12,40,385.11,160,385.1,80,385.09,80,,,,,,,,,,,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,,,,,
2026-02-05 09:30:29,385.78,385.91,1,385.49,40,386.07,200,386.07,385.49,385.49,40,385.12,40,385.11,160,385.1,80,385.09,80,,,,,,,,,,,386.07,200,386.08,200,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,
2026-02-05 09:30:30,385.78,385.91,1,385.49,40,386.07,200,386.07,385.49,385.49,40,385.12,40,385.11,160,385.1,80,385.09,80,,,,,,,,,,,386.07,200,386.08,200,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,
2026-02-05 09:30:31,385.78,385.91,1,385.49,40,386.07,200,386.07,385.49,385.49,40,385.12,40,385.11,160,385.1,80,385.09,80,,,,,,,,,,,386.07,200,386.08,200,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,
2026-02-05 09:30:32,385.78,385.86,5,385.49,40,386.07,240,386.07,385.49,385.49,40,385.12,40,385.11,160,385.1,80,385.09,80,,,,,,,,,,,386.07,240,386.08,200,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,
2026-02-05 09:30:33,385.78,385.86,5,385.49,40,386.07,240,386.07,385.49,385.49,40,385.12,40,385.11,160,385.1,80,385.09,80,,,,,,,,,,,386.07,240,386.08,200,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,
2026-02-05 09:30:34,385.17,385.86,5,384.85,80,385.49,240,385.49,384.85,384.85,80,,,,,,,,,,,,,,,,,,,385.49,240,386.07,280,386.08,200,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,
2026-02-05 09:30:35,385.17,385.86,5,384.85,80,385.49,240,385.49,384.85,384.85,80,,,,,,,,,,,,,,,,,,,385.49,240,386.07,280,386.08,200,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,
2026-02-05 09:30:36,385.315,385.5,1,384.85,80,385.78,240,385.78,384.85,384.85,80,,,,,,,,,,,,,,,,,,,385.78,240,386.12,80,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,
2026-02-05 09:30:37,385.315,385.5,1,384.85,80,385.78,240,385.78,384.85,384.85,80,,,,,,,,,,,,,,,,,,,385.78,240,386.12,80,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,
2026-02-05 09:30:38,385.315,385.5,1,384.85,80,385.78,240,385.78,384.85,384.85,80,,,,,,,,,,,,,,,,,,,385.78,240,386.12,80,386.67,240,386.85,40,386.97,40,387.0,120,387.01,40,389.0,200,,,,
2026-02-05 09:30:39,386.195,385.78,1,385.4,120,386.99,280,386.99,385.4,385.4,120,385.19,80,385.11,40,384.85,200,,,,,,,,,,,,,386.99,280,387.0,120,387.01,40,389.0,200,,,,,,,,,,,,
2026-02-05 09:30:40,386.325,385.91,1,385.67,40,386.98,200,386.98,385.67,385.67,40,385.66,40,385.42,80,385.41,80,385.4,120,385.19,80,385.11,40,384.85,200,,,,,386.98,200,386.99,360,387.0,120,387.01,40,389.0,200,,,,,,,,,,
2026-02-05 09:30:41,386.325,385.91,1,385.67,120,386.98,280,386.98,385.67,385.67,120,385.66,40,385.42,80,385.41,80,385.4,120,385.19,80,385.11,40,384.85,200,,,,,386.98,280,386.99,360,387.0,120,387.01,40,389.0,200,,,,,,,,,,
