wall_time,sim_time,symbol,last_price,last_size,trade_detected,vwap,mid,bar_close,macd_line,signal_line,histogram
2026-04-02T14:35:58.676649,2025-04-10 09:53:46,IBM,231.1300,1,0,231.3478,231.1100,,,,
2026-04-02T14:35:59.687146,2025-04-10 09:53:47,IBM,231.1300,1,0,231.3478,231.1100,231.1100,-0.160754,-0.130062,-0.030692
2026-04-02T14:36:00.692412,2025-04-10 09:53:48,IBM,231.2100,1,1,231.3475,231.2900,,,,
2026-04-02T14:36:01.692127,2025-04-10 09:53:49,IBM,231.2100,1,0,231.3475,231.2950,,,,
2026-04-02T14:36:02.700366,2025-04-10 09:53:50,IBM,231.2100,1,0,231.3475,231.2950,,,,
2026-04-02T14:36:03.711321,2025-04-10 09:53:51,IBM,231.2100,1,0,231.3475,231.3000,,,,
2026-04-02T14:36:04.721546,2025-04-10 09:53:52,IBM,231.2100,1,0,231.3475,231.3000,231.3000,-0.148050,-0.133659,-0.014390
2026-04-02T14:36:05.735074,2025-04-10 09:53:53,IBM,231.2100,1,0,231.3475,231.3000,,,,
2026-04-02T14:36:06.731745,2025-04-10 09:53:54,IBM,231.2100,1,0,231.3475,231.3000,,,,
2026-04-02T14:36:07.733557,2025-04-10 09:53:55,IBM,231.3200,1,1,231.3475,231.2600,,,,
2026-04-02T14:36:08.749796,2025-04-10 09:53:56,IBM,231.2600,1,1,231.3473,231.2600,,,,
2026-04-02T14:36:09.748818,2025-04-10 09:53:57,IBM,231.2600,1,0,231.3473,231.2600,231.2600,-0.139600,-0.134847,-0.004753
2026-04-02T14:36:10.753900,2025-04-10 09:53:58,IBM,231.2600,1,0,231.3473,231.2550,,,,
2026-04-02T14:36:11.756376,2025-04-10 09:53:59,IBM,231.2600,1,0,231.3473,231.2550,,,,
2026-04-02T14:36:12.756441,2025-04-10 09:54:00,IBM,231.7300,1,1,231.3480,231.2550,,,,
2026-04-02T14:36:13.758485,2025-04-10 09:54:01,IBM,231.7300,1,0,231.3480,231.2550,,,,
2026-04-02T14:36:14.764707,2025-04-10 09:54:02,IBM,231.7300,1,0,231.3480,231.2550,231.2550,-0.131788,-0.134236,0.002448
2026-04-02T14:36:15.765075,2025-04-10 09:54:03,IBM,231.1400,1,1,231.3476,231.1750,,,,
2026-04-02T14:36:16.770875,2025-04-10 09:54:04,IBM,231.1400,1,0,231.3476,231.1800,,,,
2026-04-02T14:36:17.774022,2025-04-10 09:54:05,IBM,231.1700,1,1,231.3473,231.1800,,,,
2026-04-02T14:36:18.777653,2025-04-10 09:54:06,IBM,231.1800,1,1,231.3470,231.1850,,,,
2026-04-02T14:36:19.778356,2025-04-10 09:54:07,IBM,231.1800,1,0,231.3470,231.1850,231.1850,-0.129750,-0.133338,0.003589
2026-04-02T14:36:20.779781,2025-04-10 09:54:08,IBM,231.1200,1,1,231.3466,231.1800,,,,
2026-04-02T14:36:21.790985,2025-04-10 09:54:09,IBM,231.1200,1,0,231.3466,231.1800,,,,
2026-04-02T14:36:22.799017,2025-04-10 09:54:10,IBM,231.1200,1,0,231.3466,231.1800,,,,
2026-04-02T14:36:23.802305,2025-04-10 09:54:11,IBM,231.1200,1,0,231.3466,231.1800,,,,
2026-04-02T14:36:24.810216,2025-04-10 09:54:12,IBM,231.1800,4,1,231.3454,231.2250,231.2250,-0.123483,-0.131367,0.007884
2026-04-02T14:36:25.816349,2025-04-10 09:54:13,IBM,231.2300,1,1,231.3451,231.2250,,,,
2026-04-02T14:36:26.818850,2025-04-10 09:54:14,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:27.824310,2025-04-10 09:54:15,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:28.824449,2025-04-10 09:54:16,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:29.833469,2025-04-10 09:54:17,IBM,231.2300,1,0,231.3451,231.2250,231.2250,-0.117166,-0.128527,0.011361
2026-04-02T14:36:30.842939,2025-04-10 09:54:18,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:31.847247,2025-04-10 09:54:19,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:32.846298,2025-04-10 09:54:20,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:33.853153,2025-04-10 09:54:21,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:34.861061,2025-04-10 09:54:22,IBM,231.2300,1,0,231.3451,231.2250,231.2250,-0.110882,-0.124998,0.014116
2026-04-02T14:36:35.861896,2025-04-10 09:54:23,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:36.866726,2025-04-10 09:54:24,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:37.869217,2025-04-10 09:54:25,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:38.871647,2025-04-10 09:54:26,IBM,231.2300,1,0,231.3451,231.2250,,,,
2026-04-02T14:36:39.883700,2025-04-10 09:54:27,IBM,231.2300,1,0,231.3451,231.2250,231.2250,-0.104694,-0.120937,0.016243
2026-04-02T14:36:40.884257,2025-04-10 09:54:28,IBM,231.2000,1,1,231.3449,231.2250,,,,
2026-04-02T14:36:41.893948,2025-04-10 09:54:29,IBM,231.2000,1,0,231.3449,231.2250,,,,
2026-04-02T14:36:42.893599,2025-04-10 09:54:30,IBM,231.2000,1,0,231.3449,231.2250,,,,
2026-04-02T14:36:43.901876,2025-04-10 09:54:31,IBM,231.2000,1,0,231.3449,231.2250,,,,
2026-04-02T14:36:44.903836,2025-04-10 09:54:32,IBM,231.2300,1,1,231.3447,231.2250,231.2250,-0.098654,-0.116481,0.017827
2026-04-02T14:36:45.908210,2025-04-10 09:54:33,IBM,231.2300,1,0,231.3447,231.2250,,,,
2026-04-02T14:36:46.915326,2025-04-10 09:54:34,IBM,231.2300,1,0,231.3447,231.2250,,,,
2026-04-02T14:36:47.920576,2025-04-10 09:54:35,IBM,231.2300,1,0,231.3447,231.1950,,,,
2026-04-02T14:36:48.925522,2025-04-10 09:54:36,IBM,231.2300,1,0,231.3447,231.1950,,,,
2026-04-02T14:36:49.928494,2025-04-10 09:54:37,IBM,231.2300,1,0,231.3447,231.1950,231.1950,-0.095190,-0.112222,0.017032
2026-04-02T14:36:50.928318,2025-04-10 09:54:38,IBM,231.2300,1,0,231.3447,231.1950,,,,
2026-04-02T14:36:51.932502,2025-04-10 09:54:39,IBM,231.2300,1,0,231.3447,231.1950,,,,
2026-04-02T14:36:52.940876,2025-04-10 09:54:40,IBM,231.2300,1,0,231.3447,231.1950,,,,
2026-04-02T14:36:53.950440,2025-04-10 09:54:41,IBM,231.2300,1,0,231.3447,231.1950,,,,
2026-04-02T14:36:54.956895,2025-04-10 09:54:42,IBM,230.9600,1,1,231.3440,230.9600,230.9600,-0.110138,-0.111806,0.001668
2026-04-02T14:36:55.954215,2025-04-10 09:54:43,IBM,231.0700,1,1,231.3435,231.0700,,,,
2026-04-02T14:36:56.957590,2025-04-10 09:54:44,IBM,231.0700,1,0,231.3435,231.0700,,,,
2026-04-02T14:36:57.959896,2025-04-10 09:54:45,IBM,231.0700,1,0,231.3435,231.0700,,,,
2026-04-02T14:36:58.962090,2025-04-10 09:54:46,IBM,231.0700,1,0,231.3435,231.0700,,,,
2026-04-02T14:36:59.974280,2025-04-10 09:54:47,IBM,231.0700,1,0,231.3435,231.0700,231.0700,-0.111819,-0.111808,-0.000011
2026-04-02T14:37:00.975766,2025-04-10 09:54:48,IBM,231.0700,1,0,231.3435,231.0700,,,,
2026-04-02T14:37:01.971852,2025-04-10 09:54:49,IBM,231.0700,1,0,231.3435,231.0700,,,,
2026-04-02T14:37:02.973210,2025-04-10 09:54:50,IBM,231.0500,1,1,231.3430,231.0450,,,,
2026-04-02T14:37:03.976917,2025-04-10 09:54:51,IBM,231.0500,1,0,231.3430,231.0450,,,,
2026-04-02T14:37:04.979899,2025-04-10 09:54:52,IBM,231.0400,1,1,231.3424,231.0450,231.0450,-0.113856,-0.112218,-0.001638
2026-04-02T14:37:05.979658,2025-04-10 09:54:53,IBM,231.0400,1,0,231.3424,231.0450,,,,
2026-04-02T14:37:06.985844,2025-04-10 09:54:54,IBM,231.0400,1,0,231.3424,231.0450,,,,
2026-04-02T14:37:07.984496,2025-04-10 09:54:55,IBM,231.0400,1,0,231.3424,231.0450,,,,
2026-04-02T14:37:08.994821,2025-04-10 09:54:56,IBM,231.2400,1,1,231.3422,231.2200,,,,
2026-04-02T14:37:09.999211,2025-04-10 09:54:57,IBM,231.2200,1,1,231.3420,231.2200,231.2200,-0.100195,-0.109813,0.009618
2026-04-02T14:37:10.998684,2025-04-10 09:54:58,IBM,231.2200,1,0,231.3420,231.2200,,,,
2026-04-02T14:37:12.001873,2025-04-10 09:54:59,IBM,231.2200,1,0,231.3420,231.2500,,,,
2026-04-02T14:37:13.005447,2025-04-10 09:55:00,IBM,231.2200,1,0,231.3420,231.2500,,,,
2026-04-02T14:37:14.011513,2025-04-10 09:55:01,IBM,231.2200,1,0,231.3420,231.2500,,,,
2026-04-02T14:37:15.014780,2025-04-10 09:55:02,IBM,231.2200,1,0,231.3420,231.2500,231.2500,-0.085956,-0.105042,0.019086
2026-04-02T14:37:16.021962,2025-04-10 09:55:03,IBM,231.2200,1,0,231.3420,231.2550,,,,
2026-04-02T14:37:17.028551,2025-04-10 09:55:04,IBM,231.2200,1,0,231.3420,231.2550,,,,
2026-04-02T14:37:18.028572,2025-04-10 09:55:05,IBM,231.2200,1,0,231.3420,231.2550,,,,
2026-04-02T14:37:19.031422,2025-04-10 09:55:06,IBM,231.2200,1,0,231.3420,231.2550,,,,
2026-04-02T14:37:20.034044,2025-04-10 09:55:07,IBM,231.1900,1,1,231.3417,231.2550,231.2550,-0.073422,-0.098718,0.025296
2026-04-02T14:37:21.042903,2025-04-10 09:55:08,IBM,231.1900,1,0,231.3417,231.2550,,,,
2026-04-02T14:37:22.050948,2025-04-10 09:55:09,IBM,231.1900,1,0,231.3417,231.2550,,,,
2026-04-02T14:37:23.052324,2025-04-10 09:55:10,IBM,231.1900,1,0,231.3417,231.2550,,,,
2026-04-02T14:37:24.053888,2025-04-10 09:55:11,IBM,231.1900,1,0,231.3417,231.2550,,,,
2026-04-02T14:37:25.056159,2025-04-10 09:55:12,IBM,231.1900,1,0,231.3417,231.2550,231.2550,-0.062766,-0.091527,0.028762
2026-04-02T14:37:26.064849,2025-04-10 09:55:13,IBM,231.1900,1,0,231.3417,231.2550,,,,
2026-04-02T14:37:27.063673,2025-04-10 09:55:14,IBM,231.1000,2,1,231.3409,231.0550,,,,
