sim_time,mid_price,last_price,last_size,best_bid_price,best_bid_size,best_ask_price,best_ask_size,close_price_buy,close_price_sell,bid1_price,bid1_size,bid2_price,bid2_size,bid3_price,bid3_size,bid4_price,bid4_size,bid5_price,bid5_size,bid6_price,bid6_size,bid7_price,bid7_size,bid8_price,bid8_size,bid9_price,bid9_size,bid10_price,bid10_size,ask1_price,ask1_size,ask2_price,ask2_size,ask3_price,ask3_size,ask4_price,ask4_size,ask5_price,ask5_size,ask6_price,ask6_size,ask7_price,ask7_size,ask8_price,ask8_size,ask9_price,ask9_size,ask10_price,ask10_size
2026-01-16 09:30:36,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 09:30:37,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 09:30:38,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 09:30:38,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 09:30:39,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 09:30:39,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 09:30:41,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-16 09:30:43,334.855,335.19,1,334.5,120,335.21,200,335.21,334.5,334.5,120,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.21,200,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40,335.97,80
2026-01-16 09:30:44,334.855,335.19,1,334.5,120,335.21,200,335.21,334.5,334.5,120,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.21,200,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40,335.97,80
2026-01-16 09:30:45,334.855,335.21,1,334.5,80,335.21,160,335.21,334.5,334.5,80,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.21,160,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40,335.97,80
2026-01-16 09:30:46,334.855,335.21,1,334.5,80,335.21,160,335.21,334.5,334.5,80,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.21,160,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40,335.97,80
2026-01-16 09:30:47,334.855,335.21,1,334.5,80,335.21,160,335.21,334.5,334.5,80,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.21,160,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40,335.97,80
2026-01-16 09:30:48,334.855,334.5,2,334.5,80,335.21,160,335.21,334.5,334.5,80,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.21,160,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40,335.97,80
2026-01-16 09:30:49,335.01,334.5,2,334.81,80,335.21,240,335.21,334.81,334.81,80,334.5,160,334.3,280,334.06,40,334.0,400,,,,,,,,,,,335.21,240,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40,335.97,80
2026-01-16 09:30:50,334.8,334.82,1,334.5,120,335.1,120,335.1,334.5,334.5,120,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.1,120,335.21,240,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40
2026-01-16 09:30:51,334.795,334.8,1,334.49,40,335.1,120,335.1,334.49,334.49,40,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.1,120,335.21,240,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40
2026-01-16 09:30:52,334.795,334.8,2,334.49,40,335.1,120,335.1,334.49,334.49,40,334.3,280,334.06,40,334.0,400,,,,,,,,,,,,,335.1,120,335.21,240,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40
2026-01-16 09:30:53,334.95,334.8,2,334.8,40,335.1,200,335.1,334.8,334.8,40,334.49,40,334.3,280,334.06,40,334.0,400,,,,,,,,,,,335.1,200,335.21,240,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40
2026-01-16 09:30:54,334.95,334.8,2,334.8,40,335.1,200,335.1,334.8,334.8,40,334.49,40,334.3,280,334.06,40,334.0,400,,,,,,,,,,,335.1,200,335.21,240,335.64,40,335.88,80,335.91,360,335.92,80,335.93,80,335.94,80,335.95,80,335.96,40
