wall_time,sim_time,cs1_pos_lots,cs1_unrealized_pl,cs2_pos_lots,cs2_unrealized_pl,cs3_pos_lots,cs3_unrealized_pl,total_realized_pl,total_unrealized_pl,total_pl
21:44:12,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
21:44:13,1969-12-31 19:00:00,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
21:44:15,1969-12-31 19:00:00,0,0.0,0,0.0,-3,-12.0,0.0,-12.0,-12.0
21:44:17,2018-08-16 09:30:28,0,0.0,0,0.0,-3,-12.0,0.0,-12.0,-12.0
21:44:23,2018-08-16 09:30:34,0,0.0,0,0.0,-3,-0.0,0.0,0.0,0.0
21:44:24,2018-08-16 09:30:35,0,0.0,0,0.0,-3,15.0,0.0,15.0,15.0
21:44:25,2018-08-16 09:30:36,0,0.0,0,0.0,-3,30.0,0.0,30.0,30.0
21:44:26,2018-08-16 09:30:38,0,0.0,0,0.0,-3,30.0,0.0,30.0,30.0
21:44:27,2018-08-16 09:30:39,0,0.0,0,0.0,-3,30.0,0.0,30.0,30.0
21:44:28,2018-08-16 09:30:40,0,0.0,0,0.0,-3,30.0,0.0,30.0,30.0
21:44:30,2018-08-16 09:30:40,0,0.0,0,0.0,-3,-0.0,0.0,0.0,0.0
21:44:31,2018-08-16 09:30:42,3,-18.0,0,0.0,-3,-0.0,0.0,-18.0,-18.0
21:44:32,2018-08-16 09:30:43,3,-66.0,0,0.0,-3,9.0,0.0,-57.0,-57.0
21:44:33,2018-08-16 09:30:43,3,-66.0,0,0.0,-3,12.0,0.0,-54.0,-54.0
21:44:34,2018-08-16 09:30:43,3,-60.0,0,0.0,-3,9.0,0.0,-51.0,-51.0
21:44:36,2018-08-16 09:30:43,3,-54.0,0,0.0,-6,6.0,0.0,-48.0,-48.0
21:44:37,2018-08-16 09:30:48,3,-51.0,0,0.0,-6,6.0,0.0,-45.0,-45.0
21:44:38,2018-08-16 09:30:48,3,-42.0,0,0.0,-6,6.0,0.0,-36.0,-36.0
21:44:39,2018-08-16 09:30:50,3,-39.0,0,0.0,-6,6.0,0.0,-33.0,-33.0
21:44:40,2018-08-16 09:30:50,3,-39.0,0,0.0,-6,6.0,0.0,-33.0,-33.0
21:44:41,2018-08-16 09:30:52,3,-36.0,3,-3.0,-6,6.0,0.0,-33.0,-33.0
21:44:42,2018-08-16 09:30:53,3,-39.0,3,-27.0,-6,6.0,0.0,-60.0,-60.0
21:44:43,2018-08-16 09:30:54,3,-39.0,3,-27.0,-6,48.0,0.0,-18.0,-18.0
21:44:44,2018-08-16 09:30:55,3,-36.0,3,-21.0,-6,48.0,0.0,-9.0,-9.0
21:44:45,2018-08-16 09:30:55,3,-36.0,3,-21.0,-6,48.0,0.0,-9.0,-9.0
21:44:46,2018-08-16 09:30:57,3,-39.0,3,-21.0,-6,48.0,0.0,-12.0,-12.0
21:44:47,2018-08-16 09:30:58,3,-39.0,3,-21.0,-6,6.0,0.0,-54.0,-54.0
21:44:48,2018-08-16 09:30:59,3,-39.0,3,-21.0,-6,6.0,0.0,-54.0,-54.0
21:44:49,2018-08-16 09:30:59,3,-39.0,3,-21.0,-6,12.0,0.0,-48.0,-48.0
21:44:51,2018-08-16 09:31:01,3,-39.0,3,-27.0,-6,12.0,0.0,-54.0,-54.0
21:44:52,2018-08-16 09:31:03,3,-42.0,3,-27.0,-6,-12.0,0.0,-81.0,-81.0
21:44:53,2018-08-16 09:31:03,3,-42.0,3,-27.0,-6,-9.0,0.0,-78.0,-78.0
21:44:54,2018-08-16 09:31:03,3,-42.0,3,-24.0,-6,-9.0,0.0,-75.0,-75.0
21:44:55,2018-08-16 09:31:06,3,-42.0,3,-27.0,-6,-12.0,0.0,-81.0,-81.0
21:44:56,2018-08-16 09:31:07,3,-42.0,3,-27.0,-6,6.0,0.0,-63.0,-63.0
21:44:57,2018-08-16 09:31:07,3,-42.0,3,-27.0,-6,3.0,0.0,-66.0,-66.0
21:44:58,2018-08-16 09:31:08,3,-42.0,3,-27.0,-3,39.0,36.0,-30.0,6.0
21:44:59,2018-08-16 09:31:10,3,-42.0,3,-27.0,-3,39.0,36.0,-30.0,6.0
21:45:00,2018-08-16 09:31:11,3,-57.0,3,-6.0,-3,39.0,36.0,-24.0,12.0
21:45:01,2018-08-16 09:31:12,3,-57.0,3,-3.0,-3,39.0,36.0,-21.0,15.0
21:45:02,2018-08-16 09:31:12,3,-60.0,3,-3.0,-3,39.0,36.0,-24.0,12.0
21:45:03,2018-08-16 09:31:12,3,-45.0,3,6.0,-3,39.0,36.0,0.0,36.0
21:45:04,2018-08-16 09:31:12,3,-45.0,3,6.0,-3,39.0,36.0,0.0,36.0
21:45:05,2018-08-16 09:31:12,3,-45.0,3,6.0,-3,39.0,36.0,0.0,36.0
21:45:06,2018-08-16 09:31:18,3,-45.0,3,6.0,-3,-6.0,36.0,-45.0,-9.0
21:45:07,2018-08-16 09:31:18,3,-45.0,3,6.0,-3,-3.0,36.0,-42.0,-6.0
21:45:09,2018-08-16 09:31:19,3,-45.0,3,6.0,-3,-6.0,36.0,-45.0,-9.0
21:45:10,2018-08-16 09:31:21,3,-45.0,3,6.0,0,0.0,51.0,-39.0,12.0
21:45:11,2018-08-16 09:31:21,3,-45.0,3,6.0,0,0.0,51.0,-39.0,12.0
21:45:12,2018-08-16 09:31:21,3,-45.0,3,6.0,0,0.0,51.0,-39.0,12.0
21:45:13,2018-08-16 09:31:21,3,-45.0,3,6.0,0,0.0,51.0,-39.0,12.0
21:45:14,2018-08-16 09:31:21,3,-45.0,3,6.0,0,0.0,51.0,-39.0,12.0
21:45:15,2018-08-16 09:31:21,3,-45.0,3,6.0,0,0.0,51.0,-39.0,12.0
21:45:16,2018-08-16 09:31:27,3,-45.0,3,6.0,0,0.0,51.0,-39.0,12.0
21:45:17,2018-08-16 09:31:29,3,-45.0,3,6.0,0,0.0,51.0,-39.0,12.0
21:45:18,2018-08-16 09:31:30,3,-57.0,3,6.0,0,0.0,51.0,-51.0,-0.0
21:45:19,2018-08-16 09:31:30,3,-57.0,3,6.0,0,0.0,51.0,-51.0,-0.0
21:45:20,2018-08-16 09:31:32,3,-60.0,3,15.0,0,0.0,51.0,-45.0,6.0
21:45:21,2018-08-16 09:31:33,3,-60.0,3,15.0,0,0.0,51.0,-45.0,6.0
21:45:22,2018-08-16 09:31:33,3,-60.0,3,6.0,0,0.0,51.0,-54.0,-3.0
21:45:23,2018-08-16 09:31:34,3,-60.0,3,60.0,0,0.0,51.0,0.0,51.0
21:45:24,2018-08-16 09:31:35,3,-60.0,3,60.0,0,0.0,51.0,0.0,51.0
21:45:25,2018-08-16 09:31:36,3,-60.0,3,51.0,0,0.0,51.0,-9.0,42.0
21:45:26,2018-08-16 09:31:38,3,-54.0,3,51.0,0,0.0,51.0,-3.0,48.0
21:45:27,2018-08-16 09:31:39,3,-42.0,3,33.0,0,0.0,51.0,-9.0,42.0
21:45:28,2018-08-16 09:31:39,3,-42.0,3,33.0,0,0.0,51.0,-9.0,42.0
21:45:29,2018-08-16 09:31:39,3,-42.0,3,36.0,0,0.0,51.0,-6.0,45.0
21:45:30,2018-08-16 09:31:42,3,-36.0,6,-18.0,0,0.0,51.0,-54.0,-3.0
21:45:32,2018-08-16 09:31:42,3,-36.0,6,21.0,0,0.0,51.0,-15.0,36.0
21:45:34,2018-08-16 09:31:44,3,-39.0,6,21.0,0,0.0,51.0,-18.0,33.0
21:45:35,2018-08-16 09:31:47,3,-39.0,6,18.0,0,0.0,51.0,-21.0,30.0
21:45:36,2018-08-16 09:31:47,3,-39.0,6,18.0,0,0.0,51.0,-21.0,30.0
21:45:37,2018-08-16 09:31:47,3,-39.0,6,18.0,0,0.0,51.0,-21.0,30.0
21:45:39,2018-08-16 09:31:50,3,-39.0,6,18.0,3,0.0,51.0,-21.0,30.0
21:45:40,2018-08-16 09:31:51,3,-42.0,6,18.0,6,-48.0,51.0,-72.0,-21.0
21:45:41,2018-08-16 09:31:52,3,-27.0,6,18.0,6,-18.0,51.0,-27.0,24.0
21:45:42,2018-08-16 09:31:53,3,-27.0,6,18.0,6,48.0,51.0,39.0,90.0
21:45:43,2018-08-16 09:31:54,3,-27.0,6,18.0,6,48.0,51.0,39.0,90.0
21:45:44,2018-08-16 09:31:55,3,-27.0,6,18.0,6,48.0,51.0,39.0,90.0
21:45:45,2018-08-16 09:31:55,3,-27.0,6,18.0,6,48.0,51.0,39.0,90.0
21:45:46,2018-08-16 09:31:57,3,-42.0,9,-39.0,6,48.0,51.0,-33.0,18.0
21:45:47,2018-08-16 09:31:58,3,-42.0,9,-39.0,6,-30.0,51.0,-111.0,-60.0
21:45:48,2018-08-16 09:31:59,0,0.0,9,-39.0,6,-30.0,36.0,-69.0,-33.0
21:45:49,2018-08-16 09:31:59,0,0.0,9,-39.0,6,-27.0,36.0,-66.0,-30.0
21:45:50,2018-08-16 09:32:01,0,0.0,9,-36.0,6,-27.0,36.0,-63.0,-27.0
21:45:51,2018-08-16 09:32:01,0,0.0,12,-42.0,6,12.0,36.0,-30.0,6.0
21:45:52,2018-08-16 09:32:02,0,0.0,12,-63.0,6,15.0,36.0,-48.0,-12.0
21:45:53,2018-08-16 09:32:04,0,0.0,9,67.5,6,12.0,40.5,79.5,120.0
21:45:54,2018-08-16 09:32:04,0,0.0,9,67.5,6,15.0,40.5,82.5,123.0
21:45:55,2018-08-16 09:32:04,0,0.0,9,67.5,6,12.0,40.5,79.5,120.0
21:45:56,2018-08-16 09:32:07,0,0.0,9,-58.5,6,15.0,40.5,-43.5,-3.0
21:45:57,2018-08-16 09:32:09,0,0.0,6,63.0,9,12.0,72.0,75.0,147.0
21:45:58,2018-08-16 09:32:09,0,0.0,6,63.0,9,12.0,72.0,75.0,147.0
21:46:00,2018-08-16 09:32:11,0,0.0,6,63.0,9,9.0,72.0,72.0,144.0
21:46:01,2018-08-16 09:32:12,0,0.0,6,63.0,9,9.0,72.0,72.0,144.0
21:46:02,2018-08-16 09:32:13,3,0.0,6,159.0,9,-33.0,72.0,126.0,198.0
21:46:03,2018-08-16 09:32:14,3,-21.0,6,66.0,12,-63.0,72.0,-18.0,54.0
21:46:05,2018-08-16 09:32:14,3,-24.0,6,66.0,12,-60.0,72.0,-18.0,54.0
21:46:06,2018-08-16 09:32:17,3,-21.0,6,84.0,15,-84.0,72.0,-21.0,51.0
21:46:07,2018-08-16 09:32:17,3,-24.0,6,123.0,15,-84.0,72.0,15.0,87.0
21:46:08,2018-08-16 09:32:17,3,-24.0,6,123.0,15,-84.0,72.0,15.0,87.0
21:46:09,2018-08-16 09:32:17,3,-24.0,6,123.0,15,-84.0,72.0,15.0,87.0
21:46:10,2018-08-16 09:32:17,3,-24.0,6,126.0,15,-84.0,72.0,18.0,90.0
21:46:11,2018-08-16 09:32:22,3,-24.0,3,70.5,15,39.0,145.5,85.5,231.0
21:46:12,2018-08-16 09:32:22,3,-24.0,3,70.5,15,39.0,145.5,85.5,231.0
21:46:13,2018-08-16 09:32:24,3,-24.0,3,70.5,15,39.0,145.5,85.5,231.0
21:46:14,2018-08-16 09:32:24,3,-24.0,3,70.5,15,39.0,145.5,85.5,231.0
21:46:15,2018-08-16 09:32:24,3,-24.0,3,70.5,15,39.0,145.5,85.5,231.0
21:46:16,2018-08-16 09:32:27,3,-24.0,3,64.5,15,39.0,145.5,79.5,225.0
21:46:17,2018-08-16 09:32:28,3,-36.0,3,64.5,15,39.0,145.5,67.5,213.0
21:46:18,2018-08-16 09:32:29,0,0.0,3,67.5,15,39.0,118.5,106.5,225.0
21:46:19,2018-08-16 09:32:29,0,0.0,3,67.5,15,39.0,118.5,106.5,225.0
21:46:20,2018-08-16 09:32:29,0,0.0,3,61.5,15,39.0,118.5,100.5,219.0
21:46:21,2018-08-16 09:32:29,0,0.0,3,61.5,15,39.0,118.5,100.5,219.0
21:46:22,2018-08-16 09:32:29,0,0.0,3,64.5,15,39.0,118.5,103.5,222.0
21:46:23,2018-08-16 09:32:29,0,0.0,3,64.5,15,39.0,118.5,103.5,222.0
21:46:24,2018-08-16 09:32:29,0,0.0,3,61.5,15,-75.0,118.5,-13.5,105.0
21:46:25,2018-08-16 09:32:29,0,0.0,3,61.5,15,-75.0,118.5,-13.5,105.0
21:46:26,2018-08-16 09:32:37,0,0.0,3,61.5,18,-105.0,118.5,-43.5,75.0
21:46:27,2018-08-16 09:32:38,0,0.0,3,61.5,18,-105.0,118.5,-43.5,75.0
21:46:28,2018-08-16 09:32:39,0,0.0,3,61.5,18,-105.0,118.5,-43.5,75.0
21:46:29,2018-08-16 09:32:40,0,0.0,3,61.5,18,-105.0,118.5,-43.5,75.0
21:46:30,2018-08-16 09:32:40,0,0.0,3,61.5,18,-105.0,118.5,-43.5,75.0
21:46:31,2018-08-16 09:32:42,0,0.0,3,61.5,18,-105.0,118.5,-43.5,75.0
21:46:32,2018-08-16 09:32:44,0,0.0,3,61.5,18,-105.0,118.5,-43.5,75.0
21:46:33,2018-08-16 09:32:44,0,0.0,3,31.5,18,-105.0,118.5,-73.5,45.0
21:46:34,2018-08-16 09:32:44,0,0.0,3,34.5,18,-105.0,118.5,-70.5,48.0
21:46:35,2018-08-16 09:32:44,0,0.0,3,37.5,18,-105.0,118.5,-67.5,51.0
21:46:36,2018-08-16 09:32:47,0,0.0,3,40.5,18,-105.0,118.5,-64.5,54.0
21:46:37,2018-08-16 09:32:47,0,0.0,3,40.5,18,-105.0,118.5,-64.5,54.0
21:46:38,2018-08-16 09:32:50,0,0.0,3,40.5,18,-105.0,118.5,-64.5,54.0
21:46:39,2018-08-16 09:32:51,0,0.0,3,40.5,18,-123.0,118.5,-82.5,36.0
21:46:40,2018-08-16 09:32:51,0,0.0,0,0.0,18,-123.0,189.0,-123.0,66.0
21:46:41,2018-08-16 09:32:53,0,0.0,0,0.0,18,-123.0,189.0,-123.0,66.0
21:46:42,2018-08-16 09:32:54,0,0.0,0,0.0,18,-151.0,189.0,-151.0,38.0
21:46:43,2018-08-16 09:32:54,0,0.0,0,0.0,18,-151.0,189.0,-151.0,38.0
21:46:44,2018-08-16 09:32:56,3,0.0,0,0.0,18,-156.0,189.0,-156.0,33.0
21:46:45,2018-08-16 09:32:57,3,-3.0,0,0.0,21,-288.0,189.0,-291.0,-102.0
21:46:46,2018-08-16 09:32:58,3,-3.0,0,0.0,21,-246.0,189.0,-249.0,-60.0
21:46:47,2018-08-16 09:32:58,3,-12.0,0,0.0,21,-246.0,189.0,-258.0,-69.0
21:46:48,2018-08-16 09:33:00,3,-12.0,0,0.0,21,-282.0,189.0,-294.0,-105.0
21:46:49,2018-08-16 09:33:01,3,-12.0,0,0.0,21,-282.0,189.0,-294.0,-105.0
21:46:50,2018-08-16 09:33:02,3,-12.0,0,0.0,21,-282.0,189.0,-294.0,-105.0
21:46:51,2018-08-16 09:33:02,3,-12.0,3,-3.0,21,-282.0,189.0,-297.0,-108.0
21:46:52,2018-08-16 09:33:03,3,-12.0,0,0.0,21,-159.0,189.0,-171.0,18.0
21:46:53,2018-08-16 09:33:05,3,-12.0,3,-3.0,21,-159.0,201.0,-174.0,27.0
21:46:54,2018-08-16 09:33:05,3,-12.0,3,-3.0,21,-159.0,201.0,-174.0,27.0
21:46:55,2018-08-16 09:33:06,3,-12.0,3,-3.0,24,-303.0,201.0,-318.0,-117.0
21:46:57,2018-08-16 09:33:08,3,-12.0,0,0.0,24,-294.0,204.0,-306.0,-102.0
21:46:58,2018-08-16 09:33:09,0,0.0,0,0.0,24,-300.0,207.0,-300.0,-93.0
21:46:59,2018-08-16 09:33:09,0,0.0,0,0.0,27,-444.0,207.0,-444.0,-237.0
21:47:00,2018-08-16 09:33:11,0,0.0,0,0.0,27,-414.0,207.0,-414.0,-207.0
21:47:01,2018-08-16 09:33:11,0,0.0,3,-3.0,27,-360.0,207.0,-363.0,-156.0
21:47:02,2018-08-16 09:33:12,0,0.0,3,-3.0,27,-345.0,207.0,-348.0,-141.0
21:47:03,2018-08-16 09:33:14,0,0.0,3,-3.0,27,-360.0,207.0,-363.0,-156.0
21:47:04,2018-08-16 09:33:16,0,0.0,6,-3.0,27,-372.0,207.0,-375.0,-168.0
21:47:05,2018-08-16 09:33:16,0,0.0,6,-27.0,27,-369.0,207.0,-396.0,-189.0
21:47:06,2018-08-16 09:33:17,-3,-3.0,6,-48.0,27,-357.0,207.0,-408.0,-201.0
21:47:07,2018-08-16 09:33:17,-3,-3.0,6,-48.0,27,-357.0,207.0,-408.0,-201.0
21:47:08,2018-08-16 09:33:18,0,0.0,6,-48.0,27,-357.0,213.0,-405.0,-192.0
21:47:09,2018-08-16 09:33:19,0,0.0,6,-45.0,27,-357.0,213.0,-402.0,-189.0
21:47:11,2018-08-16 09:33:19,3,-3.0,6,-42.0,27,-357.0,213.0,-402.0,-189.0
21:47:12,2018-08-16 09:33:23,3,-3.0,3,-3.0,27,-372.0,210.0,-378.0,-168.0
21:47:13,2018-08-16 09:33:24,3,-3.0,3,-3.0,27,-372.0,210.0,-378.0,-168.0
21:47:14,2018-08-16 09:33:25,3,6.0,3,12.0,27,-369.0,210.0,-351.0,-141.0
21:47:15,2018-08-16 09:33:26,3,6.0,3,12.0,27,-291.0,210.0,-273.0,-63.0
21:47:17,2018-08-16 09:33:27,3,6.0,3,12.0,27,-288.0,210.0,-270.0,-60.0
21:47:18,2018-08-16 09:33:28,3,6.0,3,-24.0,27,-291.0,210.0,-309.0,-99.0
21:47:19,2018-08-16 09:33:29,3,6.0,3,-24.0,27,-288.0,210.0,-306.0,-96.0
21:47:20,2018-08-16 09:33:30,3,-9.0,3,-24.0,27,-372.0,210.0,-405.0,-195.0
21:47:21,2018-08-16 09:33:32,3,-12.0,3,-24.0,27,-372.0,210.0,-408.0,-198.0
21:47:22,2018-08-16 09:33:32,3,-12.0,3,-24.0,27,-372.0,210.0,-408.0,-198.0
21:47:23,2018-08-16 09:33:34,3,-12.0,6,-30.0,27,-372.0,210.0,-414.0,-204.0
21:47:24,2018-08-16 09:33:34,3,-12.0,6,-75.0,27,-372.0,210.0,-459.0,-249.0
21:47:25,2018-08-16 09:33:34,3,-12.0,6,-75.0,27,-372.0,210.0,-459.0,-249.0
21:47:26,2018-08-16 09:33:37,3,-12.0,6,-72.0,27,-372.0,210.0,-456.0,-246.0
21:47:27,2018-08-16 09:33:37,3,-12.0,6,-51.0,27,-380.0,210.0,-443.0,-233.0
21:47:28,2018-08-16 09:33:40,3,-9.0,6,-48.0,27,-419.0,210.0,-476.0,-266.0
21:47:29,2018-08-16 09:33:40,6,-15.0,9,-90.0,27,-419.0,210.0,-524.0,-314.0
21:47:30,2018-08-16 09:33:40,6,-9.0,9,-90.0,27,-387.0,210.0,-486.0,-276.0
21:47:31,2018-08-16 09:33:43,6,-6.0,9,-90.0,27,-387.0,210.0,-483.0,-273.0
21:47:33,2018-08-16 09:33:43,6,-9.0,9,-85.0,27,-387.0,210.0,-481.0,-271.0
21:47:34,2018-08-16 09:33:45,6,-6.0,9,-85.0,27,-387.0,210.0,-478.0,-268.0
21:47:35,2018-08-16 09:33:46,6,-15.0,9,-108.0,27,-399.0,210.0,-522.0,-312.0
21:47:36,2018-08-16 09:33:47,6,9.0,6,-69.0,27,-399.0,186.0,-459.0,-273.0
21:47:37,2018-08-16 09:33:48,6,9.0,6,-24.0,27,-399.0,186.0,-414.0,-228.0
21:47:38,2018-08-16 09:33:49,6,9.0,6,-24.0,27,-399.0,186.0,-414.0,-228.0
21:47:39,2018-08-16 09:33:50,6,33.0,6,-24.0,27,-507.0,186.0,-498.0,-312.0
21:47:40,2018-08-16 09:33:51,6,33.0,6,-24.0,27,-504.0,186.0,-495.0,-309.0
21:47:41,2018-08-16 09:33:52,6,33.0,6,-24.0,27,-492.0,186.0,-483.0,-297.0
21:47:42,2018-08-16 09:33:53,6,33.0,3,6.0,27,-495.0,183.0,-456.0,-273.0
21:47:43,2018-08-16 09:33:55,6,33.0,3,6.0,27,-495.0,183.0,-456.0,-273.0
21:47:44,2018-08-16 09:33:55,6,-27.0,3,6.0,27,-507.0,183.0,-528.0,-345.0
21:47:45,2018-08-16 09:33:57,6,9.0,3,6.0,27,-372.0,183.0,-357.0,-174.0
21:47:46,2018-08-16 09:33:57,6,9.0,3,6.0,27,-342.0,183.0,-327.0,-144.0
21:47:47,2018-08-16 09:33:58,6,9.0,3,6.0,27,-342.0,183.0,-327.0,-144.0
21:47:48,2018-08-16 09:33:59,6,9.0,3,6.0,27,-264.0,183.0,-249.0,-66.0
21:47:50,2018-08-16 09:33:59,6,12.0,3,6.0,27,-264.0,183.0,-246.0,-63.0
21:47:51,2018-08-16 09:34:02,6,12.0,3,6.0,27,-264.0,183.0,-246.0,-63.0
21:47:52,2018-08-16 09:34:03,6,-27.0,3,12.0,27,-264.0,183.0,-279.0,-96.0
21:47:53,2018-08-16 09:34:04,6,-27.0,3,6.0,27,-264.0,183.0,-285.0,-102.0
21:47:54,2018-08-16 09:34:05,9,-66.0,3,9.0,27,-264.0,183.0,-321.0,-138.0
21:47:55,2018-08-16 09:34:05,9,-66.0,3,9.0,27,-264.0,183.0,-321.0,-138.0
21:47:56,2018-08-16 09:34:07,9,3.0,3,0.0,27,-258.0,183.0,-255.0,-72.0
21:47:57,2018-08-16 09:34:08,9,3.0,3,0.0,27,-258.0,183.0,-255.0,-72.0
21:47:58,2018-08-16 09:34:08,9,3.0,3,-3.0,27,-258.0,183.0,-258.0,-75.0
21:47:59,2018-08-16 09:34:10,12,-96.0,3,3.0,27,-221.0,183.0,-314.0,-131.0
21:48:00,2018-08-16 09:34:10,12,-72.0,3,-3.0,27,-221.0,183.0,-296.0,-113.0
21:48:01,2018-08-16 09:34:10,12,-69.0,3,-3.0,27,-215.0,183.0,-287.0,-104.0
21:48:02,2018-08-16 09:34:13,12,-63.0,3,0.0,27,-215.0,183.0,-278.0,-95.0
21:48:03,2018-08-16 09:34:13,12,-63.0,3,0.0,27,-215.0,183.0,-278.0,-95.0
21:48:04,2018-08-16 09:34:13,12,-66.0,3,-3.0,27,-221.0,183.0,-290.0,-107.0
21:48:05,2018-08-16 09:34:17,12,-60.0,3,0.0,24,-188.6667,168.6667,-248.6667,-80.0
21:48:07,2018-08-16 09:34:17,12,-60.0,3,-3.0,24,-188.6667,168.6667,-251.6667,-83.0
21:48:08,2018-08-16 09:34:18,12,-60.0,3,-3.0,24,-306.6667,168.6667,-369.6667,-201.0
21:48:09,2018-08-16 09:34:18,12,-60.0,3,-3.0,24,-306.6667,168.6667,-369.6667,-201.0
21:48:10,2018-08-16 09:34:18,12,-60.0,3,-3.0,24,-306.6667,168.6667,-369.6667,-201.0
21:48:11,2018-08-16 09:34:22,12,-63.0,3,-3.0,24,-291.6667,168.6667,-357.6667,-189.0
21:48:12,2018-08-16 09:34:23,12,-63.0,3,12.0,24,-315.6667,168.6667,-366.6667,-198.0
21:48:13,2018-08-16 09:34:23,12,-45.0,3,18.0,24,-138.6667,168.6667,-165.6667,3.0
21:48:14,2018-08-16 09:34:25,12,-45.0,3,-3.0,24,-315.6667,168.6667,-363.6667,-195.0
21:48:15,2018-08-16 09:34:26,12,-96.0,3,0.0,24,-330.6667,168.6667,-426.6667,-258.0
21:48:16,2018-08-16 09:34:26,12,-96.0,3,0.0,24,-327.6667,168.6667,-423.6667,-255.0
21:48:17,2018-08-16 09:34:27,12,-96.0,0,0.0,24,-330.6667,174.6667,-426.6667,-252.0
21:48:19,2018-08-16 09:34:30,12,-96.0,0,0.0,27,-279.6667,174.6667,-375.6667,-201.0
21:48:20,2018-08-16 09:34:30,12,-96.0,0,0.0,27,-276.6667,174.6667,-372.6667,-198.0
21:48:21,2018-08-16 09:34:30,12,-96.0,0,0.0,27,-276.6667,174.6667,-372.6667,-198.0
21:48:22,2018-08-16 09:34:32,12,-96.0,0,0.0,27,-279.6667,174.6667,-375.6667,-201.0
21:48:23,2018-08-16 09:34:34,12,-108.0,0,0.0,27,-279.6667,174.6667,-387.6667,-213.0
21:48:24,2018-08-16 09:34:34,12,-108.0,0,0.0,27,-279.6667,174.6667,-387.6667,-213.0
21:48:25,2018-08-16 09:34:34,12,-108.0,0,0.0,27,-279.6667,174.6667,-387.6667,-213.0
21:48:26,2018-08-16 09:34:38,12,-105.0,0,0.0,27,-279.6667,183.6667,-384.6667,-201.0
21:48:27,2018-08-16 09:34:38,15,-111.0,0,0.0,27,-279.6667,183.6667,-390.6667,-207.0
21:48:28,2018-08-16 09:34:40,15,-111.0,0,0.0,27,-198.6667,183.6667,-309.6667,-126.0
21:48:29,2018-08-16 09:34:40,15,-111.0,0,0.0,27,-198.6667,183.6667,-309.6667,-126.0
21:48:30,2018-08-16 09:34:40,15,-108.0,0,0.0,27,-198.6667,183.6667,-306.6667,-123.0
21:48:31,2018-08-16 09:34:42,12,-85.8,0,0.0,27,-198.6667,173.4667,-284.4667,-111.0
21:48:32,2018-08-16 09:34:42,12,-79.8,0,0.0,27,-198.6667,173.4667,-278.4667,-105.0
21:48:33,2018-08-16 09:34:42,12,-79.8,0,0.0,27,-198.6667,173.4667,-278.4667,-105.0
21:48:34,2018-08-16 09:34:42,12,-79.8,0,0.0,27,-198.6667,173.4667,-278.4667,-105.0
21:48:35,2018-08-16 09:34:46,12,-88.8,0,0.0,27,-198.6667,173.4667,-287.4667,-114.0
21:48:36,2018-08-16 09:34:48,12,-88.8,0,0.0,27,-261.6667,173.4667,-350.4667,-177.0
21:48:37,2018-08-16 09:34:48,12,-88.8,0,0.0,27,-261.6667,173.4667,-350.4667,-177.0
21:48:38,2018-08-16 09:34:48,12,-88.8,0,0.0,27,-261.6667,173.4667,-350.4667,-177.0
21:48:39,2018-08-16 09:34:50,12,-88.8,0,0.0,27,-279.6667,173.4667,-368.4667,-195.0
21:48:40,2018-08-16 09:34:51,12,-88.8,0,0.0,27,-468.6667,173.4667,-557.4667,-384.0
21:48:41,2018-08-16 09:34:52,12,-88.8,0,0.0,27,-428.6667,173.4667,-517.4667,-344.0
21:48:42,2018-08-16 09:34:54,12,-72.8,0,0.0,27,-428.6667,173.4667,-501.4667,-328.0
21:48:43,2018-08-16 09:34:55,12,-72.8,0,0.0,27,-428.6667,173.4667,-501.4667,-328.0
21:48:44,2018-08-16 09:34:55,12,-136.8,0,0.0,27,-468.6667,173.4667,-605.4667,-432.0
21:48:45,2018-08-16 09:34:55,12,-136.8,0,0.0,27,-468.6667,173.4667,-605.4667,-432.0
21:48:46,2018-08-16 09:34:57,12,-136.8,0,0.0,27,-465.6667,173.4667,-602.4667,-429.0
21:48:47,2018-08-16 09:34:57,12,-136.8,0,0.0,27,-465.6667,173.4667,-602.4667,-429.0
21:48:48,2018-08-16 09:35:00,12,-136.8,0,0.0,30,-261.6667,173.4667,-398.4667,-225.0
21:48:49,2018-08-16 09:35:00,12,-136.8,0,0.0,30,-261.6667,173.4667,-398.4667,-225.0
21:48:50,2018-08-16 09:35:02,9,-117.6,0,0.0,30,-261.6667,145.2667,-379.2667,-234.0
21:48:52,2018-08-16 09:35:03,9,-117.6,0,0.0,30,-261.6667,166.2667,-379.2667,-213.0
21:48:53,2018-08-16 09:35:04,9,-120.6,0,0.0,30,-261.6667,166.2667,-382.2667,-216.0
21:48:54,2018-08-16 09:35:05,9,-117.6,0,0.0,30,-317.6667,166.2667,-435.2667,-269.0
21:48:55,2018-08-16 09:35:05,9,-120.6,0,0.0,30,-317.6667,166.2667,-438.2667,-272.0
21:48:56,2018-08-16 09:35:07,9,-120.6,0,0.0,30,-317.6667,166.2667,-438.2667,-272.0
21:48:57,2018-08-16 09:35:07,9,-117.6,0,0.0,30,-141.6667,166.2667,-259.2667,-93.0
21:48:58,2018-08-16 09:35:07,9,-117.6,0,0.0,30,-141.6667,166.2667,-259.2667,-93.0
