timestamp,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,bid_price_6,bid_size_6,bid_price_7,bid_size_7,bid_price_8,bid_size_8,bid_price_9,bid_size_9,bid_price_10,bid_size_10,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,ask_price_6,ask_size_6,ask_price_7,ask_size_7,ask_price_8,ask_size_8,ask_price_9,ask_size_9,ask_price_10,ask_size_10
1774130604.67127,444.6200,12,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,448.0800,8,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6,449.0000,15,452.5100,3
1774130605.6798203,444.6200,12,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,448.0800,8,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6,449.0000,15,452.5100,3
1774130606.6855714,444.6200,12,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,448.0800,8,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6,449.0000,15,452.5100,3
1774130607.6882136,443.9900,4,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,447.2800,3,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6,449.0000,15
1774130608.6946936,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6,449.0000,15
1774130609.6962955,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6,449.0000,15
1774130610.7015505,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3600,4,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6
1774130611.7090912,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3600,6,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6
1774130612.7190208,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3600,6,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6
1774130613.7309847,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17,448.8400,6
1774130614.7313344,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3500,7,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17
1774130615.7383025,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3500,7,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17
1774130616.7474475,443.9900,5,443.3600,2,443.1100,5,443.0000,11,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3500,7,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3,448.8300,17
1774130617.7580779,442.8800,3,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3400,3,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3
1774130618.7697518,442.8800,3,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3400,6,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3
1774130619.7732384,443.4900,1,442.8800,3,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3
1774130620.7803612,443.4900,1,442.8800,3,442.6900,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6,448.5500,3
1774130621.7909465,441.7000,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.7500,5,443.8000,1,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130622.790998,441.7000,3,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.7500,6,443.8000,1,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130623.7932272,441.7000,5,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.7500,8,443.8000,1,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130624.8017447,441.7000,6,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.7500,8,443.8000,1,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130625.8060253,441.7000,6,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.7500,10,443.8000,1,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130626.818047,441.7000,9,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.7500,10,443.8000,1,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130627.8185396,441.7000,9,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.7500,10,443.8000,1,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130628.823385,441.7000,9,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130629.833408,441.7000,13,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130630.8373299,441.7000,13,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130631.840348,441.7000,13,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130632.843509,441.7000,12,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130633.8480783,441.7000,14,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130634.8531458,441.7000,14,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130635.8639555,441.7000,14,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130636.8688753,441.7000,14,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,443.8000,5,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130637.8756964,442.4600,6,442.1200,1,441.7200,1,441.7000,17,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,445.3400,4,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3,448.5400,6
1774130638.886025,442.4600,9,442.1200,1,441.7200,1,441.7000,17,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,445.3300,13,445.3400,4,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130639.894148,442.4600,13,442.1200,1,441.7200,1,441.7000,17,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,445.3300,12,445.3400,4,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
1774130640.899325,442.4600,13,442.1200,1,441.7200,1,441.7000,17,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,445.3300,11,445.3400,4,446.3400,9,446.3500,8,446.3600,7,447.2800,7,448.0800,9,448.5100,3,448.5200,5,448.5300,3
